Portal;Barrio;Tipo;Titulo;Precio;Expensas;Direccion;Metros_Totales;Metros_Cubiertos;Ambientes;Dormitorios;Baños;URL;Fecha_Publicacion;Inmobiliaria
cabaprop;villa-urquiza;Departamento;Departamento 2 Ambientes En Alquiler Villa Urquiza;700000;350000;Avenida Álvarez Thomas al 2800;46;36;2;1;1;https://cabaprop.com.ar/propiedad/6965bf6dcc8f3498fad9bc52/Departamento-2-Ambientes-En-Alquiler-Villa-Urquiza;13/1/2026;Grupo Mega 
cabaprop;villa-urquiza;Departamento;Departamento 2 Ambientes Con Espacio Guardacoche;750000;230000;Cullen al 5300;46;37;2;1;1;https://cabaprop.com.ar/propiedad/6965ba1fcc8f3498fad9a30c/Departamento-2-Ambientes-Con-Espacio-Guardacoche;13/1/2026;VALJOR PROPIEDADES
cabaprop;villa-urquiza;Departamento;Super Amplio;750000;150000;Doctor Pedro Ignacio Rivera al 4100;68;68;3;2;1;https://cabaprop.com.ar/propiedad/695c8a34c04a8d607ea7143e/Super-Amplio;6/1/2026;GRUPO MEGA COGHLAN
cabaprop;villa-urquiza;Departamento;Departamento 2 Ambientes Cntrafrente Con Balcón;700000;180000;Mendoza al 4900;48;43;2;1;1;https://cabaprop.com.ar/propiedad/695738ee13b25325c58469ee/Departamento-2-Ambientes-Cntrafrente-Con-Balcon;2/1/2026;VALJOR PROPIEDADES
cabaprop;villa-urquiza;Departamento;DEPARTAMENTO;520000;;Miller al 2200;37;37;2;1;1;https://cabaprop.com.ar/propiedad/69557b46269e10adbfefcfd8/DEPARTAMENTO;31/12/2025;HUGUET PROPIEDADES
cabaprop;villa-urquiza;Departamento;DEPARTAMENTO;540000;;Avenida Monroe al 4500;37;37;2;1;1;https://cabaprop.com.ar/propiedad/69555ab6269e10adbfefc043/DEPARTAMENTO;31/12/2025;HUGUET PROPIEDADES
cabaprop;villa-urquiza;Departamento;Departamento - Alquiler - Capital Federal;790000;170000;AV OLAZABAL al 5200;60;56;3;2;1;https://cabaprop.com.ar/propiedad/6942458638bf638b63b73c70/Departamento---Alquiler---Capital-Federal;17/12/2025;MEZADURIAN NEGOCIOS INMOBILIARIOS
cabaprop;villa-urquiza;Departamento;Departamento - Alquiler - Capital Federal;750000;157000;Av. Olazabal al 4600;46;42;2;1;1;https://cabaprop.com.ar/propiedad/693a598e38bf638b63aad82a/Departamento---Alquiler---Capital-Federal;11/12/2025;G.O. Propiedades 
cabaprop;villa-urquiza;Departamento;DEPARTAMENTO;690000;;Mendoza al 4800;46;40;2;1;1;https://cabaprop.com.ar/propiedad/691b7ca4cdc4dcdcc74b1da9/DEPARTAMENTO;17/11/2025;HUGUET PROPIEDADES
cabaprop;villa-urquiza;Departamento;Departamento 2 ambientes, al frente, con balcón, living con salida a balcón, cocina competa independiente , lavadero, baño completo , dormitorio con p;580000;90000;Bauness al 2300;40;38;2;1;1;https://cabaprop.com.ar/propiedad/6917835f731c9068f15dff51/Departamento-2-ambientes-al-frente-con-balcon-living-con-salida-a-balcon-cocina-competa-independiente-lavadero-bano-completo-dormitorio-con-p;14/11/2025;Oliveri Propiedades
cabaprop;villa-urquiza;Departamento;Alquiler Departamento 2 Ambientes  Villa Urquiza , muy luminoso;600000;120000;Bauness al 1900;45;40;2;1;1;https://cabaprop.com.ar/propiedad/6909903b4ccdf11f37b7b8c6/Alquiler-Departamento-2-Ambientes-Villa-Urquiza-muy-luminoso;4/11/2025;FIGUEROA HERMIDA PROPIEDADES SRL
cabaprop;villa-urquiza;Departamento;Muy Buen Dpto 3 Amb con Balcón;800000;235000;Díaz Colodrero al 2700;65;60;3;2;1;https://cabaprop.com.ar/propiedad/690247475f9b3aad854f4407/Muy-Buen-Dpto-3-Amb-con-Balcon;29/10/2025;MGM NEGOCIOS INMOBILIARIOS
cabaprop;villa-urquiza;Departamento;DEPARTAMENTO;680000;;Miller al 2500;49;46;2;1;1;https://cabaprop.com.ar/propiedad/68fbd28d5f9b3aad8547c1b7/DEPARTAMENTO;24/10/2025;HUGUET PROPIEDADES
cabaprop;villa-urquiza;Departamento;ALQUILER DE 2 AMBIENTES MUY BUENOS EN VILLA URQUIZA CON 46 M2 BALCON;590000;;Díaz Colodrero al 2900;46;40;2;1;1;https://cabaprop.com.ar/propiedad/68fbb81c5f9b3aad85478850/ALQUILER-DE-2-AMBIENTES-MUY-BUENOS-EN-VILLA-URQUIZA-CON-46-M2-BALCON;24/10/2025;Estudio Araoz Propiedades
cabaprop;villa-urquiza;Departamento;ALQUILER!!! Pacheco y Olazabal - 2 ambtes lateral, luminoso. Piso 5º;500000;130000;Pacheco 2198;44;44;2;1;1;https://cabaprop.com.ar/propiedad/68f2ab315f9b3aad853d04d2/ALQUILER-Pacheco-y-Olazabal---2-ambtes-lateral-luminoso-Piso-5;17/10/2025;FISICARO PROPIEDADES
cabaprop;villa-urquiza;Departamento;DEPARTAMENTO 2 AMBIENTES - VILLA URQUIZA, CAPITAL FEDERAL;600000;150000;BARZANA al 2100;40;40;2;1;1;https://cabaprop.com.ar/propiedad/68eeab265f9b3aad8537defa/DEPARTAMENTO-2-AMBIENTES---VILLA-URQUIZA-CAPITAL-FEDERAL;14/10/2025;VEGA ORGANIZACION INMOBILIARIA
cabaprop;villa-urquiza;Departamento;DEPARTAMENTO 2 AMBIENTES - VILLA URQUIZA, CAPITAL FEDERAL;790000;210000;ALTOLAGUIRRE al 2200;54;50;2;1;1;https://cabaprop.com.ar/propiedad/68e412d95f9b3aad852a568a/DEPARTAMENTO-2-AMBIENTES---VILLA-URQUIZA-CAPITAL-FEDERAL;6/10/2025;INMOBILIARIA FRA
cabaprop;villa-urquiza;Departamento;DEPARTAMENTO 2 AMBIENTES - VILLA URQUIZA, CAPITAL FEDERAL;600000;132000;Monroe al 4900;40;40;2;1;;https://cabaprop.com.ar/propiedad/68cc59a3134581922c9c625a/DEPARTAMENTO-2-AMBIENTES---VILLA-URQUIZA-CAPITAL-FEDERAL;18/9/2025;VEGA ORGANIZACION INMOBILIARIA
