Portal;Barrio;Tipo;Titulo;Precio;Expensas;Direccion;Metros_Totales;Ambientes;Dormitorios;Baños;URL;Bajo_Precio;Cocheras;Etiqueta_Destacado;Porcentaje_Rebaja
zonaprop;belgrano;Departamento;Living. 5. 5x4 con cocina integrada y salida a gran balcòn terraza semicubierto al frente sobre Blanco Encalada. Dormitorio 3. 5x3 con vestidor y salida a gran balcòn terrazo semicubierto a corazòn de manzana, baño completo, ambos ambientes muy luminosos, provisto cada uno de acondicionadores Split frio/calor. Amenities: Piscina, solarium, sum, parrilla, laundry completa. Inmejorable ubicaciòn con acceso a multiples medios de transporte pùblico: a 3 cuadras de Cabildo y 3 cuadras de Juramento, principales lìneas de colectivos, a Subte lìnea D, y estaciòn de trenes Belgrano R;800000;247000;Blanco Encalada 2731;58;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclappa-espectacular-2-amb-muy-luminoso-frente-belgrano-r-58111000.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=3&n_pos=18;False;;;
zonaprop;belgrano;Departamento;2 ambientes amplios en alquiler en Av. Juramento y Vidal. Excelente estado, ubicado en piso alto en zona premium de Belgrano. Características de la propiedad: Distribución: Living comedor con balcón corrido con vista a Av. Juramento. Aire Acondicionado. Dormitorio con ventana grande a calle Vidal, con placard empotrado y baulera superior. Cocina amplia reciclada, con espacio para lavarropas y acceso a balcón corrido. Baño completo reciclado. Detalles: Totalidad de los ambientes con orientación al frente, garantizando la mejor iluminación natural. Pisos de parquet en excelente estado de mantenimiento. Baño y cocina reciclados. Características del edificio: Muy linda entrada, de categorìa, con amplio hall. Encargado con vivienda en el edificio. Posibilidad de cochera fija cubierta en planta baja $125. 000. Condiciones comerciales: Sistema de actualización: trimestral por índice ipc. Requisitos: Ingresos suficientes, garantía propietaria o seguro de caución. Ubicación: Av. Juramento, esquina Vidal. Barrio Belgrano. Zona de alta conectividad con transporte público, acceso a servicios, comercios y centros educativos. Ley 5115. No apto para personas con movilidad reducida. Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos que sean personas físicas. Para los casos de alquiler fe vivienda el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato;725000;240000;Avenida Juramento 2801;48;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclappa-2-ambientes-grandes-muy-luminosos-en-alquiler.-balcon-58107920.html?n_src=Listado&n_pills=Encargado&n_pg=3&n_pos=19;False;;;
zonaprop;belgrano;Departamento;Características del Depto: 38 M2 cubiertos y 41 m2 totales. 18 pisos en el edificio. 4 departamentos por piso. Departamento de dos ambientes en impecable estado con ubicación privilegiada, a 3 cuadras de avenida Cabildo y con gran variedad de medios de transporte. 10° piso con vista abierta. Todo externo y muy luminoso en todos los ambientes. Balcón. Living comedor. Un dormitorio con amplio placard con puertas espejadas. Piso flotante. Cocina con lavadero. Baño completo. Placard adicional en pasillo. Aire frío calor. Caldera individual. El edificio “Parque Moldes” es de categoría y tiene 20 años de antigüedad. Cuenta con: · Seguridad 24 hs. · sum. · Laundry. · Gimnasio. · Sauna. · Solarium. · Pileta. · Amplios jardines. · Parking de cortesía. El departamento cuenta con cochera. La cochera tiene ubicación privilegiada en el primer subsuelo del edificio. *opcional alquiler sin cochera!! *;790000;243000;Moldes 2556;41;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclappa-departamento-en-alquiler-belgrano-58268088.html?n_src=Listado&n_pills=Lavadero&n_pg=3&n_pos=21;False;1;;
zonaprop;belgrano;Departamento;Ubicado en una de las mejores zonas comerciales de Belgrano, y a metros de Av. Libertador, departamento en alquiler de dos ambientes, con todos los medios de transportes a disposición sobre Av Luis Maria Campos. Se alquila sin muebles. Al frente, living espacioso con salida a gran balcón sobre Avenida Lacroze. Un dormitorio. Cocina separada. Baño completo. Piso alfombrado. Se aceptan mascotas. Disponible ya! Ajuste trimestral por ipc. Canon locativo + expensas + gastos de servicios, e Impuesto Inmobiliario y abl.;800000;210000;Av. Federico Lacroze 1843;56;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclappa-departamento-en-alquiler-57413125.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=3&n_pos=22;False;;;
zonaprop;belgrano;Departamento;Este departamento ofrece una gran prestación de espacio, comodidad y ubicación. Cuenta con aire acondicionado, una cama de dos plazas, biblioteca y heladera. Para aprovechar!;690000;145000;Vidal;39;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclappa-oportunidad.-silencio-sol-y-ubicacion-58084096.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=3&n_pos=23;False;;;
zonaprop;coghlan;Departamento;Hermoso departamento de 2 ambientes con balcón aterrazado, en torre con amenities y vigilancia 24hs. Ubicado a 2 cuadras de la estación de tren de Coghlan, a mts de Av. Monroe y a pocas cuadras de Av. Balbín. El departamento tiene una gran vista abierta. Cuenta con living comedor a un balcón aterrazado, cocina separada con lavadero integrado, dormitorio y baño completo. El departamento tiene piso de porcelanato simil madera nuevo y está recién pintado. El complejo tiene jardín, pileta, juego para niños, pileta de bebés y duchas. imperdible!;700000;260000;Washington 2500;50;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-alquiler.-hermoso-2-ambientes-con-balcon-aterrazado.-58205938.html?n_src=Listado&n_pills=Pileta&n_pg=1&n_pos=1;False;;Super destacado;
zonaprop;coghlan;Departamento;_ Departamento de un dormitorio en alquiler ubicado sobre calle Nahuel Huapi y Tronador (Coghlan, Ciudad Autónoma de Buenos Aires). Desarrollado en planta baja, con disposición interna y orientación al sur. _ El mismo posee cocina equipada con muebles sobre y bajo mesada, living comedor, un dormitorio con placard empotrado y un baño completo. Luminoso, cuenta con balcón y muy buena ventilación natural. _ La propiedad tiene una superficie total de aproximadamente 50mts2, de los cuales 43mts2 son cubiertos. _ Las expensas al 20/12/2025 son de aproximadamente $150. 000. Yacoub | Construimos ConfianzaInnovación | Calidad | Sustentabilidad | Diseño70 Mil Metros Cuadrados | 23 TorresLa información descripta en el presente aviso es meramente orientativa y no forma parte de ningún tipo de documentación contractual. Los datos enunciados fueron proporcionados por los propietarios y pueden arrojar inexactitudes, las superficies definitivas surgirán del título de propiedad del inmueble referido. Se deja constancia de que los valores y/o expensas pueden estar sujetas a verificación o ajuste. Lo que estás buscando lo tenemos | Estés Donde EstésVendemos en Todos Lados.;750000;150000;Nahuel Huapi 3977 y Tronador;50;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-en-alquiler-1-dormitorio-1-bano-58150781.html?n_src=Listado&n_pills=Luminoso&n_pg=1&n_pos=2;False;;Destacado;
zonaprop;coghlan;Departamento;"3 años antigüedad, ""apto profesional"", cochera opcional. Excelente Departamento de 2 ambientes ó estudio profesional con cochera fija (opcional) en edificio ubicado a media cuadra Av Balbin y 2 cuadras Av Congreso. Barrio muy tranquilo con mayoría de casas bajas o edificios de 4 pisos. El edificio estas desarrollado en planta baja y 4 pisos por ascensor, sin portería, 4 departamentos por piso, dos al frente y dos al contrafrente, todos muy luminosos. El departamento esta ubicado al contrafrente, super luminoso con vista abierta a pulmón de manzana, tiene un amplio ambiente divisible (con una pared se puede generar un dormitorio con acceso al patio), tiene dos ventanas balcón, una al contrafrente a amplio balcón en ""L"" y otra al patio propio (aprox 11 m2), cocina con lavadero en ""L"" (posibilidad de colocar cerramiento en la cocina y que quede independiente) y baño completo. La cocina y el termotanque funcionan a gas, la calefacción es a través de un equipo de aire acondicionado friocalor. Opcional cochera fija en planta baja. Las medidas, superficies y montos de expensas consignadas en la presente descripción son aproximadas, a solo título orientativo y no son vinculantes. Las medidas y superficies reales surgen del Título respectivo, y el monto de expensas real, del recibo emitido por la Administración del Consorcio de Copropietarios que rige el inmueble. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos, en el caso de ser personas físicas. Corredor responsable Juan Daniel Luisio, matrícula 2. 375, cpixintel(lui-lui-Ver datos)";790000;138000;PEREZ, ROQUE 3100. Entre Ibera y Tamborini, Jose P.;55;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-2-ambientes.-perez-roque-al-3100-58282200.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=3;False;1;;
zonaprop;coghlan;Departamento;Gran edificio en esquinaexcelente 2 ambientes al frente con salida a balcon corrido. Muy luminoso!! Piso altoestar comedor con cocina integrada. Mueblas bajo mesada y anafe de 4 hornallas. 1 dormitorios mas 1 baño completo y toillete de recepcionEl edificio cuenta con Solarium, parrilla, y laundry. Requisitos alquiler. Garantia propietaria de caba o Provincia familia directo o seguro Finaer caucion. Comprobantes de ingresos. 1 mes adelantado + 1 mes de deposito *Se deja constancia que las medidas (tanto totales como parciales), superficies, m2 y proporciones indicadas en el presente son aproximadas y sujetas a verificación, variación y/o ajuste. El precio de la presente operación y/o de las expensas aquí indicadas están sujetos a modificación sin previo aviso. David melamud propiedades Matricula cucicba 7794;790000;190000;Gran edificio en esquinaexcelente 2 ambientes al frente con salida a balcon corrido. Muy luminoso!! Piso altoestar comedor con cocina integrada. Mueblas bajo mesada y anafe de 4 hornallas. 1 dormitorios mas 1 baño completo y toillete de recepcionEl edificio cuenta con Solarium, parrilla, y laundry. Requisitos alquiler. Garantia propietaria de caba o Provincia familia directo o seguro Finaer caucion. Comprobantes de ingresos. 1 mes adelantado + 1 mes de deposito *Se deja constancia que las medidas (tanto totales como parciales), superficies, m2 y proporciones indicadas en el presente son aproximadas y sujetas a verificación, variación y/o ajuste. El precio de la presente operación y/o de las expensas aquí indicadas están sujetos a modificación sin previo aviso. David melamud propiedades Matricula cucicba 7794;48;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-2-ambientes-alquiler-coghlan-frente-con-toilette-58155453.html?n_src=Listado&n_pills=Encargado&n_pg=1&n_pos=4;False;;;
zonaprop;coghlan;Departamento;Excelente Departamento de 2 ambientes muy luminoso con Balcón al Frente. Cuenta con anafe electrico de 4 hornallas. Espacio para lavarropas. Agua caliente por termotanque, interiores de placard, Split frio/calor en living y dormitorio. - Semipiso. - Un solo ascensor. - Amenities en edificio: Terraza con parrilla, solarium, ducha. Se alquila paquete: alquiler, expensas, abl y aysa $900. 000. Mi telefono es 11. 2650. 6798. aclaraciones: el departamento esta ocupado hasta el 31/12. Las visitas pueden ser coordinadas a partir del 01/01. El piso del depto y el vanitory del baño son como lo muestra las ultimas 2 fotos.;690000;;Nuñez 3462;45;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclappa-hermoso-departamento-de-2-ambientes-muy-moderno-57966551.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=5;False;;;
zonaprop;coghlan;Departamento;Ubicado en Coghlan, Calle Núñez y Washington, a 30 metros de Avenida Balbín, en una zona actualmente puesta en valor, con inmuebles de baja altura, que permite disfrutar tanto del espacio abierto como la practicidad de sus comercios de cercanía. Es un departamento de 2 ambientes amplios, con una superficie total de 51m2. De reciente construcción, muy luminoso, al frente, incluye balcón. Edificación de muy buena calidad. Alquiler mensual 700. 000 pesos - Actualización trimestral por ipc. Requisitos: Ingresos demostrables. Garantía de caba / Seguro de caución;700000;;Nuñez 3819;51;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclappa-coghlan-departamento-2-ambientes-amplios-51-m-sup2-58299900.html?n_src=Listado&n_pg=1&n_pos=6;False;;;
zonaprop;coghlan;Departamento;Departamento de 2 amb con balcon corrido al contrafte vista verde Y lugar de guardado //muy luminoso. excelente ubicación A mts de av congreso. living comedor con aa frio calor // cocina equipada Y completa con desayunador// dormitorio con amplio placard// baño completo// equipo de aa frio Y calor Y calefactor en living. terraza con. parrilla //solárium // guarda bicis. para coordinar visitas comunicarse al whatsapp 11Ver datos;750000;250000;Departamento de 2 amb con balcon corrido al contrafte vista verde Y lugar de guardado //muy luminoso. excelente ubicación A mts de av congreso. living comedor con aa frio calor // cocina equipada Y completa con desayunador// dormitorio con amplio placard// baño completo// equipo de aa frio Y calor Y calefactor en living. terraza con. parrilla //solárium // guarda bicis. para coordinar visitas comunicarse al whatsapp 11Ver datos;54;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclappa-2amb-balcon-contrafte-parrilla-54527169.html?n_src=Listado&n_pills=Encargado&n_pg=1&n_pos=7;False;;;
zonaprop;colegiales;Departamento;"Departamento 3 ambientes en alquiler – ColegialesLuminoso y funcional departamento de 3 ambientes, ubicado en una zona residencial y bien conectada del barrio de Colegiales. Cuenta con living-comedor con piso de parquet y salida a balcón, ideal para disfrutar del aire libre. La cocina es independiente, con lavadero incorporado, cómoda y bien ventilada. Dispone de dos dormitorios con placard, ambos con aire acondicionado, y ventiladores de techo en todos los ambientes, brindando confort durante todo el año. El departamento posee un baño completo, en buen estado. Excelente ubicación, con rápido acceso a medios de transporte: líneas de colectivos cercanas y estación Colegiales del Tren Mitre a pocas cuadras. Ideal para quienes buscan tranquilidad, buena conectividad y un departamento cómodo para vivir. Medios de trasporte: Colectivos: 151, 168, 42, 63, 184Tren mitre, estación Colegiales Subte linea dse deja onstancia que los m2 son aproximados, al igual que las medidas parciales de los ambientes, y el valo consignado de las expensas mensuales esta sujeto a verificación y/o ajustes, el precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual. Las unidades publicadas están sujetas a disponibilidad. Vremont actúa solamente en carácter de comercializadora de los inmuebles ofrecidos. En el cumplimiento de la ley nacional 25. 028, ley 22. 802 de lealtad comercial. Ley 24. 240 de defensa al consumidor, las normas del código civil y comercial de la nación y constitucionales. Los agentes no ejercen el corretaje inmobiliario. Ley 5859-Art. 4: &quot;Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias&quot;. (En caso de ser alquiler) Ley 5115- Art. 1: El inmueble publicado es accesible para personas con capacidades físicas reducidas. (En caso de no ser accesible). Vremont Rozenblat Matricula cucicba 2875 cpi Adolfo Rozenblat vremont Rozenblat cucicba 2875. Desde 1977 Tasaciones reales Venta, alquileres de inmuebles y administraciones de alquileres Compra y venta simultaneavremont rozenblatdra. Elsa Munoz RozenblatAbogadacucicba Ver datos/ Ver datos.";800000;243000;Zapiola al 600;52;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-en-colegiales-57916874.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=1;True;;Super destacado;5%
zonaprop;colegiales;Departamento;Lindísimo departamento, de dos ambientes, piso alto con vista abierta en toda la unidad. Calle tranquila lindisimo barrio, en pleno colegiales. Espacio guardacoche. Living con balcón francés super luminoso, dormitorio con balcón con lindos atardeceres, baño con luz natural y cocina con lavadero separado, en muy buen estado. Cuenta con espacio guardacoche. Servicios individuales. La expensas incluyen aysa y expensas de la cochera. Contrato a dos años indexado cada 3 meses por ipc. Las medidas son aproximadas y deberán confirmarse con el título y documentación correspondiente. Esta publicación es informativa y está sujeta al cumplimiento del coti por parte del propietario;790000;162000;Palpa al 3100;39;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-luminoso-2-amb-en-colegiales-excelente-ubicacion-con-58326594.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=1&n_pos=2;False;1;Super destacado;
zonaprop;colegiales;Departamento;Departamento de 2 ambientes en alquiler en el barrio de Colegiales, ubicado en una zona estratégica, con excelente conectividad y cercanía a comercios, servicios y medios de transporte. La unidad se destaca por su muy buena iluminación natural, su estado impecable y una distribución cómoda y funcional, ideal para quienes buscan confort y practicidad. Características del departamento: Living comedor luminoso, con excelente entrada de luz natural. Cocina independiente con horno y cocina a gas. Calefacción por gas. Dormitorio cómodo, bien ventilado y luminoso. Conexiones preparadas para instalación de aire acondicionado. Excelente estado general, listo para habitar. Transportes cercanos: Colectivos: 19, 39, 42, 44, 63, 65, 90, 93, 140, 151, 168, 176, 184Una muy buena opción para quienes buscan vivir en un barrio tranquilo, bien conectado y con excelente luz natural. Las medidas y superficies son aproximadas, al igual que las expensas, y están sujetas a verificación y/o ajuste. El precio del inmueble puede estar sujeto a modificaciones sin previo aviso. Las fotografías son de carácter no contractual. Para obtener más información o concertar una visita, no dudes en contactarnos. Tasaciones profesionales Corredor responsable: Luciano Zuker - mat 4081 - cucicba.;800000;188300;Federico Lacroze al 3100;50;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-alquiler-departamento-colegiales-2-ambientes-58339002.html?n_src=Listado&n_pills=Permite+mascotas&n_pg=1&n_pos=3;False;;Super destacado;
zonaprop;colegiales;Departamento;Magnifico Departamento 2 amb - Lateral y contrafrente- Sup. Total: 31 m2 cubierto Exp.: $ 142. 000. - (serv. Ind: agua caliente por calefón y calefacción- Características Generales: Edificio de 35 años aprox. - 8 pisos, 3 deptos por c/u-Orientación Oeste- Características de la Unidad: Living Comedor de 3, 50 x 3, 30 con ventana al aire-luz (abierto, se ve la calle Conde) - piso de parquette pulido y plastificado- Balcón cerrado de 1, 90 x 1, 50 con ventanales que puede utizarse como recepción (en caso de uso profesional) o como espacio escritorio para computadora (queda armado mueble y estanterías) este sector con piso cerámico, vista abierta al ne. Hall – Baño completo, revestimiento y piso cerámico reciclado) Dormitorio de 3 x 2, 90 con placard y ventana al contrafrente, vista panorámica, piso de parquette - Cocina de 2 x 1, 90 con ventana. - Revestimiento y piso cerámico (remodelada);600000;;Conde 908;31;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-hermoso-2-amb-y-medio-en-colegiales-58333084.html?n_src=Listado&n_pg=1&n_pos=4;False;;Super destacado;
zonaprop;colegiales;Departamento;Departamento en alquiler en el barrio de Colegiales, con una superficie construida de 60 m², piso alto, vista abierta, living-comedor con balcón francés, amplia cocina y lavadero separado, 2 dormitorios con placards y baño completo. Disposición lateral y orientación Oeste, excelente luminosidad. Edificio de 20 pisos con 6 departamentos por piso, 3 ascensores, vigilancia nocturna, zona residencial y comercial. El transporte público es accesible, con varias líneas de colectivos que conectan el barrio con el resto de la ciudad y próximo a estación de subte. Aguilar entre Ciudad de La Paz y Amenábar a 2 cuadras de Av. Cabildo. Frery Propiedades – Mónica L. Destéfanis - cucicba 1145 / Teléfonos de contacto Ver datos / Ver datos / Ver datos. Ley 5115: Propiedad no apta para personas con movilidad reducida. - Ley 5859. Art. 5: Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. -;750000;260000;Aguilar 2547;63;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-de-60-m-sup2--de-3-ambientes-en-alquiler-57568712.html?n_src=Listado&n_pills=Encargado&n_pg=1&n_pos=5;False;;Super destacado;
zonaprop;colegiales;Departamento;"*reservado*Departamento de dos ambientes, cómodo y con excelente ingreso de luz natural, ubicado en el barrio de Colegiales, en una zona estratégica a pocas cuadras de Av. Cabildo y Federico Lacroze. El entorno ofrece óptima conectividad, con cercanía a numerosas líneas de transporte y accesos ágiles tanto en transporte público como en automóvil. Ubicado en el cuarto piso de un edificio tradicional del barrio, presenta una distribución funcional, pisos de madera y muy buena ventilación en todos sus ambientes. Cuenta con living comedor, cocina integrada y separada mediante una cómoda barra desayunadora, dormitorio con buen espacio de guardado, baño completo y balcón. La unidad se entrega recientemente pintada, en muy buen estado general. Visitas disponibles a partir del 18 de enero. Ingreso inmediato. El edificio cuenta con Encargado. Corredores responsables: Nicolás de Brasi – Matrícula cucicba 6944Valeria Nora Casciola de D´Antonio – Matrícula cmcpsi 9255Las medidas, superficies y expensas consignadas en la presente son aproximadas; y al solo efecto orientativo. Los datos definitivos son los que surgirán del titulo de la propiedad y de los comprobantes respaldatorios.";750000;250000;Zapata al 400;50;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-de-dos-ambientes-en-alquiler-en-58317971.html?n_src=Listado&n_pills=Luminoso&n_pg=1&n_pos=6;False;;Super destacado;
zonaprop;colegiales;Departamento;Departamento moderno y luminoso, con excelente distribución. Amplio living comedor, cocina integrada con buen espacio de guardado, dormitorio cómodo y baño completo. Balcón que aporta luz natural y ventilación. Ubicado en zona estratégica, cercano a medios de transporte y servicios. El departamento esta en un 1° piso, no hay ascensor en el edificio. Maxim Propiedades – cucicba 7527A cargo: Maximiliano MatzkinCondiciones para ingresar: 1 mes de adelanto - 1 mes de deposito - gastos adm. La información publicada puede no ser exacta, sufrir cambios, errores, omisiones, o modificaciones, incluyendo el precio o la retirada de oferta sin previo aviso, las imágenes son de carácter ilustrativo e informativo. Los metros reales surgirán de los datos de la escritura.;750000;130000;Zapiola al 1000;40;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-2-ambientes-comodo-en-colegiales-58238648.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=1&n_pos=7;False;;Super destacado;
zonaprop;colegiales;Departamento;Cómodo 2 ambientes con balcón, al contrafrente, 2 años de antigüedad. Ubicado estratégicamente en el barrio de Colegiales. La propiedad cuenta con: - Living comedor con cocina integrada. - Toilette de recepción. - Dormitorio en suite y vestidor equipado con placard amplio. - Aire acondicionado Split frío-calor en el dormitorio. - Anafe eléctrico de 2 hornallas- Hornito eléctrico instalado- Espacio para heladera- Cocina con amplio espacio de guardado en bajo mesada y alacenas. - Extractor de cocina. Edificio de consta de: - Fachada con imagen moderna, materiales de Hormigón Armado a la vista, barandas de acero, vidrio y revestimientos plásticos texturados. - Hall de acceso. - Ascensor Schindler de última generación. - Local comercial a la calle. - Amenities en piso 10- sum c/parrilla eléctrica. - Laundry- Solárium- PiletaTodas las imágenes, planos, descripciones, y características indicadas son meramente referenciales e ilustrativas y podrán ser modificadas sin previo aviso. Las superficies indicadas son estimadas. Las superficies y medidas definitivas surgirán del plano de mensura final aprobado oportunamente por el gcba. Las fechas de inicio de obra o posesión son estimadas, podrán ser reprogramadas por la Dirección de obra y dependerán a su vez de un proceso de aprobaciones municipales u otros organismos intervinientes. Los precios indicados podrán modificarse sin previo aviso. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda.;780000;115000;Maure al 3500;49;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-2-ambientes-amenities-colegiales-58170331.html?n_src=Listado&n_pills=Pileta&n_pg=1&n_pos=8;False;;;
zonaprop;colegiales;Departamento;"Departamento el alquiler de 2 Ambientes en Colegiales: importante!: No se alquila amoblado. (Las fotos son anteriores al estado actual. Hoy está vacío) *Luminoso*Piso 4*La entrada es por Av. Federico Lacroze. El departamento da a calle Freire*3 ascensores*Cocina independiente con lavadero y ventilación natural*Living-comedor con salida a balcón*Baño completo con bañera*Dormitorio con ventana a FreireUbicación privilegiada en Colegiales: *A 7 cuadras de Av. Cabildo y Lacroze y estación &quot;olleros&quot; de linea &quot;D&quot; de Subte*A 3 cuadras de estación &quot;colegiales&quot; de Tren Mitre (Retiro-Mitre) *Lineas de colectivo: 19, 39, 42, 44, 63, 65, 90, 93, 140, 151, 168, 176, 184*Barrio residencial con buena oferta comercial y educativaEn cumplimiento a la ley 5115, se informa que el inmueble es accesible para personas con movilidad reducida o discapacidad física. Corredor interviniente: Milagros Sarachaga cucicba 7799 Paolo Menghi cucicba 9171 cmcpdjlm 1005La tasación, intermediación y la conclusión de las operaciones sobre esta propiedad son actividades exclusivas de este corredor matriculado, conforme las previsiones de la ley 20. 266, la ley caba 2340, la ley provincial 10. 973 y sus modif. Y las normas reglamentarias dictadas por los colegios departamentales.";800000;150000;Av Federico Lacroze al 3100;39;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-en-alquiler-de-2-ambientes-en-colegiales-57949252.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=1&n_pos=9;False;;;
zonaprop;colegiales;Departamento;[mel-Ver datos] 2 amplios ambientes pasantes con excelente luz natural. Living con salida a balcón. Cocina integrada con anafe eléctrico, horno y lugar para lavarropas. Baño completo. Dormitorio con vestidor. Baulera. Amenities del edificio: Parrilla. Solarium. Jacuzzi. requisitos: Ingresos comprobables que tripliquen el valor del alquiler. Garantía propietaria de caba o Seguro de Caución. Contrato por 2 años. Ajuste trimestral por ipc. Mascotas a evaluar. Para el ingreso: Mes de adelanto y Mes de deposito (en usd). Ubicado en una zona tranquila y arbolada, con excelente conexión a medios de transporte, cercano a bares, cafés, plazas y centros culturales. Ambientes: Dormitorio (3x3) Servicios: Electricidad, Pavimento, Cloacas, Agua Corriente. Otros Servicios: Balcón. Mel, 50 años concretando sueños. Nota importante/relevante: Las descripciones, fotos, medidas del inmueble, precios, valores de expensas, impuestos y servicios son aproximados y meramente orientativos, y no obligan contractualmente a Mel propiedades srl ni resultan vinculantes. Matriculados: Julia Mel Matricula Nº 52. María Eva Parada Matricula Nº 251. Raúl Mel Matricula Nº 883;750000;331000;Moldes 800;44;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-hermoso-2-ambientes-con-balcon-58060943.html?n_src=Listado&n_pills=Parrilla&n_pg=1&n_pos=10;False;;;
zonaprop;colegiales;Departamento;Departamento en alquiler 2 ambientes con balcon en colegiales sobre la av. Federico lacroze la propiedad esta ubicada en un segundo piso, el edificio cuenta con 15 pisos 8 uf por piso. El departamento consta con living comedor con salida al balcon, cocina, dormitorio con placard empotrado Y baño. * caracteristicas A destacar: - muy luminoso. - excelente ubicacion. - buena distribucion de los espacios. Transportes CercanosColectivos: 19, 39, 42, 44, 63, 65, 90, 93, 140, 151, 168, 176, 184;600000;210000;Av. Federico Lacroze al 3100;34;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-en-alquiler-2-ambientes-con-balcon-en-58076391.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=1&n_pos=11;False;;;
