Portal;Barrio;Tipo;Titulo;Precio;Expensas;Direccion;Metros_Cubiertos;Ambientes;Dormitorios;Baños;URL;Antiguedad;Descripcion_Breve;Visitas_Count;Visto_Estado
argenprop;colegiales;Departamento;MONOAMBIENTE 8X4. CTFTE.BALCON.PISCINA.GYM.PARRILLA.BAUL.;650000;170000;Palpa 2400 , Piso 2;35;;;1;https://www.argenprop.com/departamento-en-alquiler-en-colegiales-1-ambiente--18962386;12;Bonito monoambiente de 8 x 4. Aire acondicionado. Cocina integrada equipada balcon de 4 x 1,20. Baño completo. Amenities: gran pileta, gimnasio, yacuzzi, parrilla, y seguridad nocturna próximo a cabildo, subte se puede visitar a partir del 1/3 (estará ocupado hasta fines de febrero) el propietario no acepta mascotas. Condiciones: mes adelantado. 1 mes de depósito. Demostración de ingresos que tripliquen el importe a abonar entre alquiler y expensas. Garantía propietaria de caba (solo de caba) o . Contrato: 2 años. Actualización: trimestral índice ipc. Ambientes: pileta salón usos múltiples impuestos a cargo de: inquilino agua a cargo de: inquilino;30;Visto
argenprop;colegiales;Departamento;Departamento en alquiler 2 ambientes con balcón en colegiales.;600000;210000;Av. Federico Lacroze al 3100;30;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-colegiales-2-ambientes--18814344;35;Departamento en alquiler 2 ambientes con balcon en colegiales sobre la av. Federico lacroze la propiedad esta ubicada en un segundo piso, el edificio cuenta con 15 pisos 8 uf por piso. El departamento consta con living comedor con salida al balcon, cocina, dormitorio con placard empotrado y baño. * Caracteristicas a destacar: - muy luminoso. - Excelente ubicacion. - Buena distribucion de los espacios. Transportes cercanos colectivos: 19, 39, 42, 44, 63, 65, 90, 93, 140, 151, 168, 176, 184;1;Visto
argenprop;colegiales;Departamento;LUMINOSO 2 amb en COLEGIALES - EXCELENTE UBICACIÓN con espacio guardacoche;790000;162000;Palpa al 3100;35;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-colegiales-2-ambientes--19004280;30;Lindísimo departamento, de dos ambientes, piso alto con vista abierta en toda la unidad. Calle tranquila lindisimo barrio, en pleno colegiales. Espacio guardacoche. Living con balcón francés super luminoso, dormitorio con balcón con lindos atardeceres , baño con luz natural y cocina con lavadero separado, en muy buen estado. Cuenta con espacio guardacoche. Servicios individuales. La expensas incluyen aysa y expensas de la cochera. Contrato a dos años indexado cada 3 meses por ipc. Las medidas son aproximadas y deberán confirmarse con el título y documentación correspondiente. Esta publicación es informativa y está sujeta al cumplimiento del coti por parte del propietario;1;Visto
argenprop;colegiales;Departamento;Alquiler Departamento Colegiales 2 ambientes;800000;188300;Federico lacroze al 3100;45;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-colegiales-2-ambientes--19017217;30;Departamento de 2 ambientes en alquiler en el barrio de colegiales, ubicado en una zona estratégica, con excelente conectividad y cercanía a comercios, servicios y medios de transporte. La unidad se destaca por su muy buena iluminación natural, su estado impecable y una distribución cómoda y funcional, ideal para quienes buscan confort y practicidad. Características del departamento: living comedor luminoso, con excelente entrada de luz natural. Cocina independiente con horno y cocina a gas. Calefacción por gas. Dormitorio cómodo, bien ventilado y luminoso. Conexiones preparadas para instalación de aire acondicionado. Excelente estado general, listo para habitar. Transportes cercanos: colectivos: 19, 39, 42, 44, 63, 65, 90, 93, 140, 151, 168, 176, 184 una muy buena opción para quienes buscan vivir en un barrio tranquilo, bien conectado y con excelente luz natural. Las medidas y superficies son aproximadas, al igual que las expensas, y están sujetas a verificación y/o ajuste. El precio del inmueble puede estar sujeto a modificaciones sin previo aviso. Las fotografías son de carácter no contractual. Para obtener más información o concertar una visita, no dudes en contactarnos. Tasaciones profesionales corredor responsable: luciano zuker - mat 4081 - cucicba.;1;Visto
argenprop;colegiales;Departamento;Departamento en Colegiales;800000;243000;Zapiola al 600;48;3;2;;https://www.argenprop.com/departamento-en-alquiler-en-colegiales-3-ambientes--18701208;30;"Departamento 3 ambientes en alquiler colegiales luminoso y funcional departamento de 3 ambientes, ubicado en una zona residencial y bien conectada del barrio de colegiales. Cuenta con living-comedor con piso de parquet y salida a balcón, ideal para disfrutar del aire libre. La cocina es independiente, con lavadero incorporado, cómoda y bien ventilada. Dispone de dos dormitorios con placard, ambos con aire acondicionado, y ventiladores de techo en todos los ambientes, brindando confort durante todo el año. El departamento posee un baño completo, en buen estado. Excelente ubicación, con rápido acceso a medios de transporte: líneas de colectivos cercanas y estación colegiales del tren mitre a pocas cuadras. Ideal para quienes buscan tranquilidad, buena conectividad y un departamento cómodo para vivir. Medios de trasporte: colectivos: 151, 168, 42, 63, 184 tren mitre, estación colegiales subte linea d se deja onstancia que los m2 son aproximados, al igual que las medidas parciales de los ambientes, y el valo consignado de las expensas mensuales esta sujeto a verificación y/o ajustes, el precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual. Las unidades publicadas están sujetas a disponibilidad. Vremont actúa solamente en carácter de comercializadora de los inmuebles ofrecidos. En el cumplimiento de la ley nacional 25.028, ley 22.802 de lealtad comercial. Ley 24.240 de defensa al consumidor, las normas del código civil y comercial de la nación y constitucionales. Los agentes no ejercen el corretaje inmobiliario. Ley 5859-art. 4: ""para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias"".(En caso de ser alquiler) ley 5115- art. 1: el inmueble publicado es accesible para personas con capacidades físicas reducidas. (En caso de no ser accesible). Vremont rozenblat matricula cucicba 2875 cpi adolfo rozenblat vremont rozenblat cucicba 2875. Desde 1977 tasaciones reales venta, alquileres de inmuebles y administraciones de alquileres compra y venta simultanea vremont rozenblat dra. Elsa munoz rozenblat abogada cucicba 5077 / .";0;Visto
argenprop;colegiales;Departamento;Departamento en Colegiales;800000;243000;Zapiola al 600;48;3;2;;https://www.argenprop.com/departamento-en-alquiler-en-colegiales-3-ambientes--18701223;30;"Departamento 3 ambientes en alquiler colegiales luminoso y funcional departamento de 3 ambientes, ubicado en una zona residencial y bien conectada del barrio de colegiales. Cuenta con living-comedor con piso de parquet y salida a balcón, ideal para disfrutar del aire libre. La cocina es independiente, con lavadero incorporado, cómoda y bien ventilada. Dispone de dos dormitorios con placard, ambos con aire acondicionado, y ventiladores de techo en todos los ambientes, brindando confort durante todo el año. El departamento posee un baño completo, en buen estado. Excelente ubicación, con rápido acceso a medios de transporte: líneas de colectivos cercanas y estación colegiales del tren mitre a pocas cuadras. Ideal para quienes buscan tranquilidad, buena conectividad y un departamento cómodo para vivir. Medios de trasporte: colectivos: 151, 168, 42, 63, 184 tren mitre, estación colegiales subte linea d se deja onstancia que los m2 son aproximados, al igual que las medidas parciales de los ambientes, y el valo consignado de las expensas mensuales esta sujeto a verificación y/o ajustes, el precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual. Las unidades publicadas están sujetas a disponibilidad. Vremont actúa solamente en carácter de comercializadora de los inmuebles ofrecidos. En el cumplimiento de la ley nacional 25.028, ley 22.802 de lealtad comercial. Ley 24.240 de defensa al consumidor, las normas del código civil y comercial de la nación y constitucionales. Los agentes no ejercen el corretaje inmobiliario. Ley 5859-art. 4: ""para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias"".(En caso de ser alquiler) ley 5115- art. 1: el inmueble publicado es accesible para personas con capacidades físicas reducidas. (En caso de no ser accesible). Vremont rozenblat matricula cucicba 2875 cpi adolfo rozenblat vremont rozenblat cucicba 2875. Desde 1977 tasaciones reales venta, alquileres de inmuebles y administraciones de alquileres compra y venta simultanea vremont rozenblat dra. Elsa munoz rozenblat abogada cucicba 5077 / .";0;Visto
argenprop;colegiales;Departamento;Departamento en Alquiler de 2 Ambientes en Colegiales;800000;150000;Av Federico Lacroze al 3100;35;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-colegiales-2-ambientes--18723179;50;"Departamento el alquiler de 2 ambientes en colegiales: importante!: No se alquila amoblado. (Las fotos son anteriores al estado actual. Hoy está vacío) *luminoso *piso 4 *la entrada es por av. Federico lacroze. El departamento da a calle freire *3 ascensores *cocina independiente con lavadero y ventilación natural *living-comedor con salida a balcón *baño completo con bañera *dormitorio con ventana a freire ubicación privilegiada en colegiales: *a 7 cuadras de av. Cabildo y lacroze y estación ""olleros"" de linea ""d"" de subte *a 3 cuadras de estación ""colegiales"" de tren mitre (retiro-mitre) *lineas de colectivo: 19, 39, 42, 44, 63, 65, 90, 93, 140, 151, 168, 176, 184 *barrio residencial con buena oferta comercial y educativa en cumplimiento a la ley 5115, se informa que el inmueble es accesible para personas con movilidad reducida o discapacidad física. Corredor interviniente: milagros sarachaga cucicba 7799 paolo menghi cucicba 9171 cmcpdjlm 1005 la tasación, intermediación y la conclusión de las operaciones sobre esta propiedad son actividades exclusivas de este corredor matriculado, conforme las previsiones de la ley 20.266, la ley caba 2340, la ley provincial 10.973 y sus modif. Y las normas reglamentarias dictadas por los colegios departamentales.";0;Visto
argenprop;colegiales;Departamento;Departamento en Colegiales;680000;150000;Avenida Federico Lacroze al 3100;;2;1;1;https://www.argenprop.com/departamento-en-alquiler-en-colegiales-2-ambientes--18730549;50;Se alquila departamento de dos ambientes en colegiales - muy buena oportunidad. Luminoso departamento ubicado sobre av. Federico lacroze, en una zona residencial con excelente conectividad y cercanía a medios de transporte, comercios y espacios verdes. Descripción: - al entrar nos encontramos con un amplio living-comedor, con pisos de parquet. - Hay salida a un balcón con vista abierta, lo que aporta gran luminosidad y ventilación natural. - La cocina es independiente, equipada con muebles bajo mesada y alacenas, cocina a gas. - Tiene baño completo. - El dormitorio cuenta con un espacio de guardado, y buena entrada de luz. - El departamento se encuentra en un piso alto, lo que garantiza vistas despejadas y buena circulación de aire. - No accesible para personas con movilidad reducida. Requisitos: - un mes de adelanto. - Un mes y medio de depósito en garantía. - Garantía de propiedad en caba o seguro de caución. - Recibo de sueldo o demostración de ingresos. - Aumento trimestral por ipc. - Contrato por 2 años. Ubicación:: - situado en una importante avenida, a 4 cuadras de la línea de tren mitre, a 4 cuadras de la avenida alvarez thomas y a 8 cuadras de avenida cabildo. No dudes en llamarnos para coordinar una visita. - Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias. - Rossetto desarrollos inmobiliarios - cucicba 8398 rossetto desarrollos inmobiliarios matricula cucicba 8398;0;Visto
argenprop;colegiales;Departamento;Departamento Monoambiente en alquiler - 1 Baño - Colegiales;530000;185000;Avenida Jorge Newbery e/ Zapiola y Capitán General Ramón Freire;29;;;1;https://www.argenprop.com/departamento-en-alquiler-en-colegiales-1-ambiente--18894150;16;_ Departamento monoambiente en alquiler ubicado sobre avenida jorge newbery entre zapiola y capitán general ramón freire (colegiales, ciudad autónoma de buenos aires). Desarrollado en tercer piso por ascensor, con disposición contra frente y orientación al sur. _ El mismo posee cocina equipada con muebles sobre y bajo mesada, un espacio principal con espacios de guardado empotrados y un baño completo. Luminoso, cuenta con balcón y muy buena ventilación natural. _ La propiedad tiene una superficie total de aproximadamente 32mts2, de los cuales 29mts2 son cubiertos. _ Las expensas al día 21/01/2026 son de aproximadamente $185.000. Yacoub | construimos confianza innovación | calidad | sustentabilidad | diseño 70 mil metros cuadrados | 23 torres la información descripta en el presente aviso es meramente orientativa y no forma parte de ningún tipo de documentación contractual. Los datos enunciados fueron proporcionados por los propietarios y pueden arrojar inexactitudes, las superficies definitivas surgirán del título de propiedad del inmueble referido. Se deja constancia de que los valores y/o expensas pueden estar sujetas a verificación o ajuste. Lo que estás buscando lo tenemos | estés donde estés vendemos en todos lados.;0;Visto
argenprop;colegiales;Departamento;Departamento - 2 ambientes - Amenities - Colegiales - ALQUILER;780000;115000;Maure al 3500;49;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-colegiales-2-ambientes--18900416;2;Cómodo 2 ambientes con balcón, al contrafrente, 2 años de antiguedad. Ubicado estratégicamente en el barrio de colegiales. La propiedad cuenta con: - living comedor con cocina integrada. - Toilette de recepción. - Dormitorio en suite y vestidor equipado con placard amplio. - Aire acondicionado split frío-calor en el dormitorio. - Anafe eléctrico de 2 hornallas - hornito eléctrico instalado - espacio para heladera - cocina con amplio espacio de guardado en bajo mesada y alacenas. - Extractor de cocina. Edificio de consta de: - fachada con imagen moderna, materiales de hormigón armado a la vista, barandas de acero, vidrio y revestimientos plásticos texturados. - Hall de acceso.- Ascensor schindler de última generación. - Local comercial a la calle. - Amenities en piso 10 - sum c/parrilla eléctrica. - Laundry - solárium - pileta todas las imágenes, planos, descripciones, y características indicadas son meramente referenciales e ilustrativas y podrán ser modificadas sin previo aviso. Las superficies indicadas son estimadas. Las superficies y medidas definitivas surgirán del plano de mensura final aprobado oportunamente por el gcba. Las fechas de inicio de obra o posesión son estimadas, podrán ser reprogramadas por la dirección de obra y dependerán a su vez de un proceso de aprobaciones municipales u otros organismos intervinientes. Los precios indicados podrán modificarse sin previo aviso. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda.;0;Visto
argenprop;colegiales;Departamento;ALQUILER MONOAMBIENTE COLEGIALES APTO PROFESIONAL;700000;150000;Conde 900;38;;;1;https://www.argenprop.com/departamento-en-alquiler-en-colegiales-1-ambiente--18963521;8;Corredor responsable: monica alejandra mazza cucicba 5609 / ezequiel luceti cmcpsi 6635 - contacto: hernán sangiácomo ubicado en pleno corazón de colegiales, rodeado de una zona baja y residencial, este monoambiente atípico y amplio, se encuentra en un tercer piso al contra frente, otorgándole una fantástica vista abierta y tranquilidad del entorno. El departamento es atípico en la disposición de su planta arquitectónica, apaisado y de grandes dimensiones, muy versátil para adaptarlo a vivienda o a una oficina, diseño, pose un balcón amplio lineal que es uno de los protagonistas, una enorme ventana lineal sobre el balcón permiten vivir con luz natural, tener vista permanente al afuera. Tiene un bañ0 completo, cocina integrada al espacio, todo es electrico, servicios individuales, el edifico tiene laundry, no tiene amenities. Muy agradable desde el ingreso al edificio, su diseño interior moderno, tiene ascensor, te permite vivir una experiencia de conexión con el entorno, en pleno corazón de colegiales rau s.R.L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que rau s.R.L. No interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, ley nacional 25.028, ley 22.802 de lealtad comercial, ley 24.240 de defensa al consumidor, las normas del código civil y comercial de la nación y constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. El inmueble no es accesible para personas con discapacidades físicas.;0;Visto
argenprop;colegiales;Departamento;MONOAMBIENTE AL FRENTE A ESTRENAR;800000;122246;Teodoro García 2900;35;;1;;https://www.argenprop.com/departamento-en-alquiler-en-colegiales-1-ambiente--19005371;;Corredor responsable: monica alejandra mazza cucicba 5609 / ezequiel luceti cmcpsi 6635 - contacto: andres cicchilli monoambiente moderno y funcional, totalmente amoblado, ideal para quien busca practicidad y confort. Baño completo, cocina integrada eléctrica con termotanque individual. Muy bajas expensas condiciones de alquiler ajustado a ipc trimestral depósito: 2 meses por adelantado garantía: propiedad en caba o seguro de caución duración: 2 años listo para entrar a vivir. Con aire acondicionado frío/calor ya instalado! Muy buen espacio de guardado espacio común para guardar bicicletas transporte público cerca: líneas de colectivo: 152, 168, 59, 63 (a menos de 5 minutos a pie) estación de tren: tren mitre – estación colegiales línea de subte más cercana: subte d – estación olleros cercanías y ambiente del barrio: colegiales es un barrio tranquilo y residencial, con varias plazas y espacios verdes. Se encuentra en expansión gastronómica: cafés, bares y restaurantes en la zona (polo en crecimiento). Cercano a av. Crámer y av. Cabildo, por donde circulan diversas líneas de colectivos y actividad comercial. Rau s.R.L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que rau s.R.L. No interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, ley nacional 25.028, ley 22.802 de lealtad comercial, ley 24.240 de defensa al consumidor, las normas del código civil y comercial de la nación y constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. El inmueble no es accesible para personas con discapacidades físicas.;0;Visto
argenprop;colegiales;Departamento;MONOAMBIENTE EN ALQUILER COLEGIALES;500000;120000;Amenabar 1100;21;;;1;https://www.argenprop.com/departamento-en-alquiler-en-colegiales-1-ambiente--19029144;40;Alquiler monoambiente con balcón en colegiales. Excelente oportunidad en el corazón de colegiales. Este luminoso monoambiente amplio, se encuentra en una ubicación privilegiada y ofrece una disposición al frente, lo que asegura gran ingreso de luz natural a lo largo del día. El balcón es ideal para disfrutar de un buen momento al aire libre, con vistas abiertas. Características: ambientes amplios y luminosos balcón frente conectividad: este departamento se encuentra perfectamente comunicado con múltiples opciones de transporte público: colectivos: líneas 41, 42, 57, 59, 60, 63, 65, 67, 68, 80, 152, 161, 168, 184, 194. Subte: estación josé hernández (línea d) trenes: estación colegiales (línea mitre) ideal para quienes buscan un lugar cómodo, bien ubicado y con excelentes accesos al transporte público. ¡No te lo pierdas! Responsable matriculado: ariel cifre cucicba 5634 / csi 5957.;0;Visto
argenprop;palermo;Departamento;BENJAMIN MATIENZO AL 1600 - IMPECABLE BALCON TODO SOL APTO PROFESIONAL;550000;219745;BENJAMIN MATIENZO AL 1600 6°;32;;;1;https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-1-ambiente--18253902;40;Monoambiente. Contrafrente. 32 m2. Impecable. Balcon. Todo sol. Apto profesional. Baño completo. Cocina integrada. Placard chico espejado. Calefaccion individual. Agua caliente central. Pisos de porcelanato. Todo electrico. Edificio con laundry en subsuelo. Expensas: $ 219.745.- Incluye aysa abl: $ 22.103.- Posibilidad de alquilar cochera en el edificio entre soldado de la independencia y migueletes (a 1 cuadra de av. Del libertador e hipodromo de palermo - a 2 del club hipico militar - a 4 de av. Luis maria campos - a 6 del campo argentino de polo) las cañitas para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. Alejandro ibañez - cucicba 1534 *fichabrick=1038008*;2981;Visto
argenprop;palermo;Departamento;JULIAN ALVAREZ Y AV. SANTA FE - IMPECABLE BALCON BAÑO Y COCINA COMPLETOS;550000;150000;JULIAN ALVAREZ Y AV. SANTA FE 9°;38;;;1;https://www.argenprop.com/departamento-en-alquiler-en-palermo-1-ambiente--18880822;40;Monoambiente y medio. Contrafrente. 36 m2. Impecable. Balcon. Vista abierta. Todo sol. Baño y cocina completos. Placard. Servicios individuales. Split frio/calor. Linea telefonica. Edificio de 10 pisos, 4 por piso, 2 ascensores. Expensas: $ 150.000.- Abl: $ 11.500.- Aysa: $ 15.400.- No acepta mascotas entre av. Santa fe y guemes (subte linea d - a 2 cuadras de av. Scalabrini ortiz - a 2 de plaza guemes y boulevard charcas - a 5 de av. Coronel diaz y shopping alto palermo) palermo para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. Susana capra - cucicba 4319 *fichabrick=1038508*;1222;Visto
argenprop;palermo;Departamento;Oficina en Palermo Hollywood;550000;210000;Fitz Roy al 1400;38;;;1;https://www.argenprop.com/departamento-en-alquiler-en-palermo-hollywood-1-ambiente--18816139;10;El departamento consta de: * ambiente unico con cocina americana, aire acondicionado frío/calor y balcón terraza al frente. * Baño completo * vestidor * apto oficina condiciones generales: se requiere garantía propietaria, depósito de garantía, mes adelantado y demostración de ingresos de locatarios (recibos de sueldo o certificación de ingresos por contador y documentación respaldatoria en caso de ser autónomo) no se aceptan mascotas. Las medidas, superficies y montos de expensas consignadas en la presente descripción son aproximadas, a solo título orientativo y no son vinculantes. Las medidas y superficies reales surgen del título respectivo, y el monto de expensas real, del recibo emitido por la administración del consorcio de copropietarios que rige el inmueble.;959;Visto
argenprop;palermo;Departamento;EXCELENTE DOS AMB, TODO LUZ, EXTRAORDINARIA UBICACIÓN;500000;215000;Avenida Córdoba 3600, Piso 10;40;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--18946236;45;Emplazado sobre avenida córdoba, pero en el décimo piso contrafrente, lo que permite disfrutar de hermosa luz natural que riega toda la unidad y óptimo silencio, se destaca departamento dos ambientes, con cocina independiente. Baño completo. Pisos de parquet recién plastificados. Agradable balcón con franca vista abierta. Extraordinaria ubicación, a cinco cuadras universidad de palermo, múltiples combinaciones de transporte.;879;Visto
argenprop;palermo;Departamento;Departamento en alquiler en Las Cañitas, excelente m/luminoso, soleado, balcón, contrafrente a pulmón;650000;200000;Baez 200, Piso 7;30;;;1;https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-1-ambiente--19021479;30;Exc monoambiente equipado, opción amoblado, con balcón al cfte a pulmón de manzana muy abierto, con excelente luz y sol.- 7 piso , baño completo con ventilación natural, cocina integrada, pisos cerámicos. Servicios individuales 1 aire acondicionado enc sin vivienda equip: 1 cama, heladera, mesa sillas, exc placard, mesa de luz. Puede alquilarse sin equipamiento y sin muebles. Precio : $ 650.000 mas gastos amoblado y equipado $ 700.000. Exp : $ 200.000.;600;Visto
argenprop;palermo;Departamento;Alquiler en Palermo - Monoambiente con Balcon Terraza con Ubicación Inmejorable;690000;140000;Santos Dumont 2395;27;;;1;https://www.argenprop.com/departamento-en-alquiler-en-palermo-hollywood-1-ambiente--18347600;0;Alquiler en palermo - monoambiente con balcon terraza con ubicación inmejorable a estrenar en esq santos dumont y av. Cabildo, zona de palermo, caba. Departamento monoambiente de 33 m2 totales con gran balcón de 6 m2. Cuenta con cocina moderna con barra integrada espacio para heladera y balcón al frente mirando a la calle santos dumont. Baño completo de buen tamaño y placard de guardado. Ubicación - palermo: cercano a los bosques de palermo y a los mejores accesos a la ciudad (línea d del subterráneo, ferrocarril mitre, metrobus, y viaducto carranza). Un barrio rodeado de restaurantes, comercios, supermercados y hasta institutos educativos, enmarcado por la zona verde más popular de la ciudad, con sus arboledas, lagos y rosedales. La propiedad publicada está sujeta a la tramitación del código de oferta de transferencia de inmuebles (coti) según la resolución de afip 2371, así como a cualquier otro trámite requerido por ley. Toda la información y medidas son aproximadas y están sujetas a verificación con la documentación correspondiente. Sujeto a disponibilidad. Ezequiel solimano dal pos: matricula caba n 9011 matricula cmcpsi 6289 .;413;Visto
argenprop;palermo;Departamento;MONOAMBIENTE APTO PROF. AMENITIES;690000;120000;Arevalo 1700, Piso 1;25;;;1;https://www.argenprop.com/departamento-en-alquiler-en-palermo-hollywood-1-ambiente--18703202;10;"[Franciscol-2223] no mascotas- apto profesional- unicamente seguro de caucion- monoambiente con cocina integrada- buen placard- mueble separador con ingreso de luz a la cocina- balcon al frente- edifcio con amplia piscina y solarium- gimnasio- laundry- amplio sum- ambientes: ambiente dividido (3x5) servicios: cloacas otros servicios: sum, portero visor depósito (meses): 1 impuestos a cargo de: inquilino agua a cargo de: inquilino alquileres de vivienda ley nº 5859 - art. 4º ""para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes"". En caso de locaciones, los valores expresados no incluyen iva. Las locaciones residenciales para persona física que alquila para sí misma están exentas de iva. El valor de las expensas puede variar.";404;Visto
argenprop;palermo;Departamento;Monoambiente 35mtrs2 amueblado con sum/ solarium/parrilla.;590000;135000;Paraguay 3800, Piso 7;30;;;1;https://www.argenprop.com/departamento-en-alquiler-en-palermo-1-ambiente--18827857;30;Monoambiente en palermo piso alto al frente con balcón amoblado y equipado/solarium/sum excelente monoambiente en alquiler en paraguay y salguero, palermo, ubicado en piso 7° al frente, súper luminoso. Superficie: 30 m² cubiertos + 5 m² de balcón, totalmente amoblado y equipado (tal como se ve en las fotos). Cocina con anafe y horno eléctricos heladera cama doble mesa con 2 sillas aire acondicionado balcón al frente edificio nuevo con sum y solarium aumento trimestral según ipc. Requisitos: ingresos comprobables garantía propietaria caba o seguro de caución servicios: cloacas, gas;398;Visto
argenprop;palermo;Departamento;2 AMBIENTES C/BALCÓN AL FRENTE - IMPECABLE;520000;153000;Fray Sta Maria De Oro 2600, Piso 3;34;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--18448879;42;2 ambientes chicos con balcón al frente en excelente estado. Baño y cocina completos, dormitorio con placard. Excelente ubicación a una cuadra de av. Santa fe y plaza italia. - Aclaración: no tiene conexión para lavarropas - requisitos: constancia de ingresos y seguro de caución (garantía) - jorge feller propiedades – matrícula cpi: 278 - ley 5859 – art.4 * para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisio-nes inmobiliarias y gastos de gestoría de informes * inmueble inaccesible para personas con discapacidad física. - Ley 5115 * se deja constancia que los m2 son aproximados, al igual que las medidas de los ambientes, y el valor expresado de las expensas está sujeto a verificación y/o ajustes. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual.;301;Visto
